x,y,z,label
8.670358,-1.2010126,3.2420516,0
8.776599,-1.1808201,3.3987572,0
-0.7462366,-5.3416076,-2.6044092,4
-2.7957122,-6.2698216,-2.2570684,4
-1.92128,-6.183238,-2.8391888,4
-5.353596,1.0575403,1.9678242,1
-5.703514,0.5927364,2.1982253,1
-5.3845935,0.18919027,2.018062,1
0.26409736,3.6900296,-1.4341782,5
-0.6940126,3.6802807,-1.2128692,5
-1.6102282,1.8484204,-1.0916356,5
-5.4579854,-3.31056,-0.7838883,6
-6.370768,-4.4420795,-0.3549988,6
-6.331734,-4.682137,-0.3971699,6
5.8985267,-1.9113872,0.34009245,0
4.8397846,-2.6604471,-0.036781516,0
5.696175,-1.5170076,-0.055935837,0
8.299936,-2.2349694,4.065538,0
8.806523,-1.7344494,4.840484,0
8.67678,-2.1472642,4.8419304,0
0.1736239,-3.8432438,-3.491759,3
0.9821887,-3.822327,-3.5075166,3
2.1793036,-2.6944003,-3.3908622,3
7.9837174,0.2537314,0.9386262,4
8.077189,-0.25672892,1.2230692,4
8.180751,0.3929859,0.96428794,4
-5.116396,5.307474,1.8331246,1
-5.285939,5.1904235,2.0041933,1
-5.1630397,5.357626,1.9197253,1
0.16075543,6.710486,-1.380065,5
-0.9765449,5.917298,-1.2532803,5
-0.2459218,6.8059883,-1.2818828,5
-6.788503,-2.2749043,1.4264724,6
-6.8087635,-2.3861852,1.3732816,6
-6.9348693,-1.9775796,1.5995015,6
8.185217,-0.5077776,3.0504873,0
8.270608,-0.043896858,3.0935733,0
8.138088,-0.048377335,2.8728163,0
-0.8054751,-0.2044662,-4.997808,3
0.7645308,2.3580432,-4.206424,3
0.6640356,3.261063,-3.9307544,3
-3.137491,-5.123533,-4.976031,3
-3.000484,-4.4319096,-4.9045854,3
-3.050145,-4.1197996,-4.816157,3
-6.7862425,2.6409726,2.3799148,1
-7.3539104,0.18688685,2.1638534,1
-7.222634,1.3061011,2.4008207,1
-1.9237936,5.701339,-0.44397765,5
-2.2144825,4.3732076,-0.6081554,5
-2.1378968,4.295668,-0.60830617,5
-7.338155,-1.3188035,2.0449467,6
-7.4048877,-1.9086996,1.9123291,6
-7.481645,-1.3931315,1.9965237,6
7.960007,-1.670282,2.948368,0
8.218735,-1.2256801,3.1062393,0
8.245896,-1.4850199,3.4139266,0
6.4116826,-2.086799,2.1428351,4
6.5402436,-2.009007,2.564857,4
6.9950247,-1.9734279,2.8170133,4
3.799237,2.3926501,-0.6574345,1
3.4436648,3.0779245,-0.71123195,1
3.6189256,3.2408473,-0.835045,1
2.0814512,5.104156,-1.0124853,5
2.649211,5.261204,-1.159975,5
2.649145,5.369137,-1.3111575,5
8.762208,-1.9486892,4.8383384,0
8.762103,-1.6237563,5.1267896,0
8.779805,-1.66376,5.0141406,0
4.4500084,0.032222334,-5.7181206,3
4.78399,0.8729541,-5.575486,3
4.1080656,0.11412829,-6.0078816,3
1.3090916,-2.6886308,3.681205,2
0.4012888,-3.2539742,3.381862,2
1.7463212,-2.7087142,3.3426104,2
2.3946648,5.1449203,-0.8729897,5
1.4531467,5.0066032,-0.82548165,5
1.1496776,4.814615,-0.71571535,5
8.343608,0.21491373,-0.64172703,0
8.638267,0.58889586,-0.40789992,0
8.562325,0.54834133,-0.6222005,0
9.042626,0.550566,2.0654383,0
8.668246,0.4893461,1.8594159,0
8.811496,0.6112242,1.9248387,0
9.39246,-0.07072994,3.0256624,0
9.293468,0.22848786,3.280286,0
9.253785,0.1311637,3.3596973,0
-0.89015716,-6.054188,-5.6012683,3
0.7482226,-4.91129,-5.5240383,3
-0.13095774,-5.3242545,-5.869646,3
-2.053913,-1.9084469,0.5990345,1
-2.5491536,-1.0181851,0.40943626,1
-2.6870947,-1.1638304,0.36234182,1
1.4002694,1.5001512,-1.2066447,5
1.6905049,3.1924944,-1.6129019,5
1.66832,2.9401956,-1.4327554,5
-6.593236,-2.3171146,1.6658248,6
-6.676977,-2.7083282,1.6630944,6
-6.712345,-2.483295,1.7172275,6
8.85785,-1.6315432,3.696766,0
8.824587,-1.65704,3.8046665,0
8.709591,-1.4804634,3.4569356,0
-3.150364,-5.4194636,-4.9324403,3
-3.033741,-5.294518,-5.267288,3
-2.8141847,-5.310017,-5.416401,3
0.2111503,2.058853,-0.19856846,1
-0.21651913,2.4079876,-0.3447868,1
-0.49202892,2.5366619,-0.15899345,1
7.738516,-0.8919995,2.5113032,0
7.9960437,-0.6662124,2.8575158,0
8.066937,-0.45913276,2.8775322,0
-6.700026,-1.7679263,2.121012,6
-6.464388,-1.6336906,2.3298604,6
-6.4424644,-1.6619399,2.287756,6
8.934477,-0.9508568,3.0369296,0
8.87509,-0.5501374,2.4401546,0
8.896945,-0.68756926,2.5348132,0
0.51572144,-2.5003507,-5.7785707,3
1.0765085,-1.2371339,-5.932355,3
0.68797845,-2.0446134,-6.116068,3
-3.4829118,-5.5653725,2.248769,2
-3.6474319,-5.6196632,2.5073159,2
-3.5991864,-5.7102265,2.4265087,2
-0.32442766,-2.6067078,-2.5821483,4
-0.67380905,-3.4321349,-3.6207294,4
-0.503934,-2.7548416,-2.8096497,4
3.7539911,2.388704,-1.2935609,5
3.0630262,2.2421114,-1.1968023,5
3.4754188,2.2158155,-1.2278224,5
9.201825,-0.44875467,3.4990942,0
9.082755,-0.43733886,3.3435326,0
8.9789715,-0.550682,3.1846595,0
9.422242,-0.41151783,2.4719813,0
9.276323,-0.5391752,2.430737,0
9.294068,-0.51424193,2.4102752,0
7.242616,-1.0623537,-3.6832626,0
7.573002,-0.6432872,-2.977625,0
7.4349937,-0.9157681,-3.6233144,0
-2.9085252,-2.6186872,0.7911275,1
-3.426138,-2.1192951,0.98378205,1
-3.7408586,-1.4032387,1.0197426,1
-6.5349236,-3.1615314,1.0555305,6
-6.672611,-3.1864848,1.1375626,6
-6.682256,-3.095161,1.1267605,6
-1.8328241,-4.0350113,-3.8174365,3
-2.0188258,-3.8152857,-3.902226,3
-2.7925608,-4.2731333,-3.8789928,3
-7.047035,-0.48718557,3.1138303,6
-7.1559663,-0.49139705,3.1622689,6
-7.2304387,-0.6146663,3.0669568,6
9.022348,0.7365774,1.6592151,0
8.877759,1.3928479,1.3711817,0
8.899853,1.0922569,1.4799535,0
3.884551,-3.2120042,-3.614123,3
1.0996721,-5.4431252,-3.865586,3
2.3539894,-4.402669,-4.034536,3
-0.43287694,0.22343002,0.30156368,1
0.16414644,2.6064613,0.3101697,1
-0.4933443,2.2557352,0.3761426,1
9.26223,-0.63199186,3.5259693,0
9.216249,-0.3994871,3.629616,0
9.1832,-0.5175884,3.673569,0
3.231891,-0.6496223,-4.622573,3
3.370481,1.4027392,-4.340604,3
3.3652666,1.779386,-4.022285,3
-5.0694976,-6.241589,0.17421892,2
-4.480996,-6.0763407,-0.0445128,2
-4.4230127,-6.2423697,-0.07637396,2
-2.0096667,-4.874761,2.1849124,2
-2.5926669,-4.80083,2.2152472,2
-2.1357822,-4.5088778,2.473944,2
6.2626033,-1.7357215,0.5732571,4
4.979431,-0.7481481,0.67595524,4
4.7038703,-1.3443303,0.5363698,4
-5.0775595,3.4943433,1.8268865,1
-4.8242817,3.8776782,1.7451866,1
-4.9992094,3.5569282,1.842211,1
2.0717113,5.3562374,-1.8304142,5
2.2953749,5.8787394,-1.9747349,5
2.526945,5.4456863,-2.1220264,5
7.6601806,-2.1304715,3.8996823,0
7.2736187,-2.9720073,4.0869627,0
6.9299293,-2.8880944,4.007078,0
-2.908762,-1.6362928,-2.606074,3
-3.5547159,0.5460079,-1.425304,3
-3.5395555,-0.9722468,-2.1827943,3
-6.5668015,-2.413372,1.7464283,2
-6.4362674,-2.4954011,1.5037872,2
-6.490654,-1.9911319,1.8149563,2
5.9003544,-1.3117896,1.8044682,4
4.912239,-0.6467271,0.8169977,4
4.440547,-1.3349841,1.2089236,4
-4.946792,5.6691785,1.800977,1
-5.217485,5.5082383,1.9188527,1
-5.2291675,5.5003953,1.9208974,1
0.7845655,6.799502,-1.0331504,5
0.12521648,7.448291,-0.8949997,5
-0.036845274,7.0605106,-0.9719432,5
-6.3115087,2.4503117,2.3953345,6
-6.6301455,2.0335746,2.4750383,6
-6.500182,2.1408823,2.3909948,6
8.107545,-1.4238417,1.5234728,0
8.694288,-0.778239,1.7018121,0
8.862759,-0.48188353,1.8631194,0
-5.102915,-3.202233,-2.8128958,3
-4.6203465,-1.8074416,-2.6646743,3
-4.8557253,-1.5337228,-2.4842038,3
4.1179185,1.1252933,-2.3070843,4
1.9858459,3.2298853,-2.3607848,4
2.8180907,2.713975,-2.435361,4
-6.171461,3.8032954,2.609753,1
-6.3193784,3.7492685,2.6214569,1
-6.3741274,3.7249444,2.6272798,1
-7.38398,-2.8960977,1.9337492,6
-7.395509,-3.0495112,1.7743202,6
-7.399078,-2.9676664,1.816212,6
8.171449,-2.2172856,3.0242343,0
8.3439,-1.878292,3.1590927,0
7.619853,-2.345028,3.0554569,0
-2.800966,3.0895572,-1.7995429,3
-3.3077128,2.7676632,-1.6414591,3
-4.085447,1.3846279,-1.3444444,3
-5.7157326,-3.049207,1.0889534,2
-6.417449,-3.0543385,1.2913107,2
-6.0867133,-3.1052902,1.2081494,2
-5.1890035,4.249429,1.2504243,1
-5.3327785,4.1366577,1.3794441,1
-5.061682,4.4818463,1.193933,1
-1.4189544,6.968527,-0.7559562,5
-1.4569607,7.2069077,-0.85199225,5
-2.5553355,5.456802,-0.37591937,5
-6.657881,1.1783718,2.5081487,6
-6.852575,0.6364886,2.4827957,6
-6.7674284,0.32263687,2.446005,6
5.6718783,-1.0746018,-1.0448817,0
4.968077,-2.1738575,-1.6855106,0
4.781581,-2.1155329,-1.7142911,0
7.5868235,-2.2089841,-0.22055478,0
7.2501435,-1.4156296,-1.1814959,0
7.1715255,-1.7247157,-1.2785267,0
2.7933638,1.8403171,-3.0061452,4
2.8012323,3.1262581,-2.923478,4
2.3294992,3.6683178,-3.0171008,4
-5.741981,4.850608,1.7069435,1
-5.8000426,4.8698854,1.7937732,1
-5.7841916,4.8396664,1.7507721,1
-1.8520191,7.090179,-0.3889132,5
-2.0728586,7.098331,-0.35722253,5
-1.3782278,7.374405,-0.75914294,5
-7.1176023,0.77883416,2.1155093,6
-7.25715,0.6626358,2.1898074,6
-7.168228,0.96489996,2.0834506,6
7.590906,-1.7485456,1.3912584,0
8.213685,-1.2208779,1.8282686,0
8.216994,-1.0607227,1.726868,0
-6.080454,-3.770524,-1.9598219,3
-6.215007,-3.1707945,-1.5467474,3
-6.0725985,-3.8354692,-2.060678,3
-6.945544,-4.0209603,0.24933568,2
-7.016474,-3.7424893,0.34850797,2
-6.8725963,-3.88975,0.20145005,2
0.19815727,0.64824677,-4.0638533,4
-1.1681769,0.6819758,-3.87268,4
-0.32797927,1.3779116,-4.220739,4
-4.375689,4.7762938,1.0963403,1
-4.7626696,5.2236505,1.4672922,1
-4.976589,4.819049,1.5749034,1
-1.8708161,5.018469,-0.4120491,5
-1.426285,5.326797,-0.65152085,5
-2.4191766,4.9366508,-0.31714725,5
3.9956698,-2.6111786,-3.3652887,0
3.949152,-1.9778773,-3.8970342,0
4.158014,-2.3289094,-3.03387,0
2.9765954,2.9374971,-3.7717905,4
2.684672,3.2230835,-4.853402,4
2.3643076,1.9280523,-5.362956,4
-6.7474732,1.9143504,2.3404963,1
-6.6770115,2.4575605,2.3857512,1
-6.6759477,2.4227767,2.4028442,1
-1.4691333,6.9093413,-0.99747366,5
-1.6938742,6.868971,-0.9981119,5
-1.7358817,7.143484,-0.9153683,5
8.204884,-1.2299931,0.408683,0
7.8730817,-0.6257304,-0.23611757,0
7.8298697,-0.68792987,-0.27922395,0
-6.4219546,-3.8694572,-0.4748019,3
-6.6287904,-3.3440151,-0.06450376,3
-6.7580194,-3.0956178,0.16132346,3
-6.313307,-4.186874,0.58104247,2
-6.311897,-3.9165125,0.7447871,2
-6.4124665,-4.070196,0.81170976,2
-2.397763,-2.9665136,-2.7924223,4
-3.3545659,-3.4332547,-2.3729782,4
-1.3311528,-3.2996995,-3.562605,4
-6.7529716,0.5327089,1.7589018,1
-6.924702,0.46049565,1.9417694,1
-7.226965,-0.34423205,1.8713304,1
-4.200833,4.4348044,0.36212358,5
-4.963392,3.9902315,0.7211649,5
-4.4675565,4.1958656,0.439166,5
-7.3087273,-2.3671267,1.3483893,6
-7.2778645,-2.3429594,1.5056841,6
-7.3861275,-2.2432761,1.5800352,6
1.0089886,-4.4305754,-3.57562,0
1.1582236,-4.5090957,-3.012065,0
1.704461,-4.4571185,-3.1215584,0
-5.417711,-2.9870846,-2.3184261,3
-5.6609564,-2.4242465,-1.7500237,3
-5.880602,-2.5165265,-1.3530997,3
-5.844,-3.6337843,-0.11848503,2
-5.521445,-2.8402076,-0.18198185,2
-5.7064457,-3.2570732,-0.369592,2
3.1304948,0.0405542,-4.3168755,4
1.9160503,-0.03347512,-4.026928,4
1.8475784,-0.3682136,-4.377661,4
-0.46944064,-2.454767,0.2986856,4
-0.7005488,-2.4286017,0.15006141,4
-1.2149776,-2.4938557,0.21232703,4
-5.4430356,5.1035423,1.8957803,1
-4.997907,5.550595,1.7902266,1
-5.2462273,5.2716923,1.9209082,1
-1.1650935,7.8227406,-0.92090255,5
-0.9992454,7.710546,-1.1851593,5
-1.140055,7.4663677,-1.1280415,5
7.5512266,-1.3335817,0.18478456,0
6.839086,-0.6053536,-0.7999985,0
6.9395723,-0.8901866,-0.18032476,0
-5.2876773,-3.691561,0.9938916,2
-5.6718235,-3.6776297,1.0125288,2
-5.4788623,-3.738599,1.0702279,2
1.1418947,4.171452,-3.2725585,4
1.0881953,4.665786,-3.0845692,4
1.2532674,4.5249467,-3.2083845,4
-4.1608562,5.0589128,1.2088293,1
-4.29725,5.56324,1.2787786,1
-4.22064,5.3217063,1.1799101,1
-0.27502105,5.912326,-0.9762523,5
-0.1175585,6.2070265,-1.1708028,5
-1.2110248,6.2378745,-0.7701143,5
5.494296,0.35678354,-3.0262768,0
5.4320636,0.71026313,-2.8431003,0
5.434645,0.5273693,-2.7136402,0
4.7751236,-1.2926997,-1.9576408,0
4.212359,-1.3734701,-1.8485954,0
4.6678033,-1.5310966,-1.65393,0
-2.973612,-5.832158,-4.808059,3
-2.6162403,-5.0389466,-4.825779,3
0.41193694,-3.2435195,-5.384345,3
3.221768,-1.838948,-5.1694226,3
4.66018,0.33317447,-4.257609,3
3.1602972,-1.3489518,-4.613211,3
-1.5973907,-5.217655,4.034576,2
-1.1534733,-4.883116,4.087291,2
-1.3569479,-4.911529,4.1726527,2
1.6562095,4.9403477,-2.1712215,5
1.0113693,5.8238173,-2.0292616,5
1.0753736,5.7948184,-2.101758,5
9.297343,0.15735291,2.5017517,0
8.624755,1.0385946,1.0603422,0
9.0141535,0.6602027,1.7113724,0
9.130201,-0.06852239,2.1830788,0
8.649923,0.6562129,0.8136508,0
8.839341,0.4257928,1.1370074,0
0.5877537,2.154667,-2.3284762,3
2.0069747,1.547971,-2.96978,3
2.1069093,1.4625359,-3.484628,3
-5.521828,-4.659546,2.2920852,2
-5.507534,-4.5834575,2.446367,2
-5.5008006,-4.479825,2.4338732,2
4.1994863,-0.5667779,-1.5605475,4
4.265303,0.79147846,-1.6025977,4
3.7655866,0.19221258,-1.6815321,4
-3.2666292,3.7272277,1.1770755,1
-3.9770932,2.7314558,1.3209437,1
-3.9000247,2.4925551,1.2806941,1
-0.1888127,6.8898683,-1.1970847,5
-1.0767806,7.505783,-0.8100433,5
-0.22046654,7.1575055,-1.2070603,5
-5.4564476,-0.9760678,2.0817285,6
-5.3027463,-0.9952979,1.9943917,6
-5.780684,-1.3902848,2.1415946,6
9.022473,-0.61878836,3.232772,0
9.086882,-0.7525032,3.5021327,0
8.963564,-0.3614689,3.1090934,0
8.48737,0.16257556,1.8547442,0
8.561507,0.5574338,1.9208319,0
8.254134,0.86898774,1.4857763,0
-5.158972,-5.243928,-2.653372,3
-5.032088,-5.425556,-2.8876593,3
-5.135923,-5.4786277,-2.71106,3
-5.9620094,-4.830638,2.531087,2
-6.1278286,-4.5202456,2.6709316,2
-6.005837,-4.521921,2.8065095,2
-1.8620801,6.8960905,0.37394497,1
-2.0449877,6.9377813,0.494389,1
-2.7513957,6.8505893,0.8767398,1
-7.2347274,-0.35388333,2.044587,6
-7.4077353,-0.60098064,2.2833543,6
-7.331472,-0.36798874,2.061682,6
-7.771056,-0.7997693,2.270129,6
-7.659887,-0.48533994,2.257966,6
-7.6374383,-0.21621892,2.2243378,6
8.532864,-0.12560073,0.065805,0
8.743311,0.63092476,0.017161874,0
8.740494,0.88346803,-0.121275425,0
8.791478,-1.6950634,2.4370387,0
7.352188,-1.7158136,-0.277223,0
6.7824726,-0.42292103,-2.241501,0
-2.7445793,-4.4301715,-4.931383,3
-2.9675627,-4.2676497,-4.7560167,3
-2.927325,-3.987847,-4.5439124,3
-3.151794,-6.23638,-4.517053,3
-3.5424974,-6.234933,-4.1730757,3
-3.5326111,-6.229217,-4.067639,3
2.7235332,-1.3105005,-4.8010144,4
1.4338391,-0.5763955,-4.1259875,4
1.2591133,-1.1379324,-4.7436132,4
5.461973,-0.20176752,-1.7678642,4
5.6260977,0.72662157,-2.1146314,4
5.200207,0.5893035,-1.8245448,4
-3.13325,4.6678286,0.6242165,1
-3.1834574,4.9772162,0.7777588,1
-3.1619744,4.2174697,0.8723748,1
-1.0372245,5.579178,-1.0270166,5
-1.7485489,5.0739884,-1.0434722,5
-1.3510077,5.6414084,-1.0953295,5
-6.383676,-0.16098598,1.7891477,6
-6.53401,-0.104975335,1.8463818,6
-6.5888057,-0.29460967,1.8463897,6
-7.0132747,-0.97983146,2.0379188,6
-7.0230894,-2.1876643,1.8389615,6
-7.0260935,-2.184672,1.7638555,6
8.651465,-0.58229715,2.0692198,0
8.371807,-0.27742085,1.5929891,0
8.15936,-0.97687614,1.9239929,0
7.767032,-0.8890384,0.08543094,0
7.6010857,-0.4974692,-0.5711011,0
7.332764,-0.66524357,-0.8369506,0
-2.7153575,-5.409775,-4.8674655,3
-4.6004443,-4.9173937,-3.2289722,3
-4.734116,-4.8734236,-3.1691544,3
-4.9581046,-2.6332712,2.9295053,2
-5.357887,-2.8308523,2.8539147,2
-5.283698,-2.9701867,2.8001351,2
4.548841,-0.27167603,-6.932991,4
5.160763,2.505627,-5.872738,4
5.2665257,1.8625699,-5.8381996,4
-4.4709387,0.58040285,0.12765618,1
-4.5564857,0.78921896,0.14849669,1
-4.6125827,-0.50796735,0.13632967,1
-0.7280113,7.784656,-0.50953317,1
-0.69161105,7.6637673,-0.48059744,1
-1.2454897,7.623698,-0.24864358,1
-0.69022036,7.38287,-1.3166025,5
-1.9595735,7.5248146,-0.51804096,5
-1.3278697,7.511465,-0.92831904,5
-7.5153174,-2.3464558,2.0208395,6
-7.5334063,-2.3374543,1.8798189,6
-7.5477242,-2.3720257,2.0557125,6
6.807677,-1.5103097,-2.5865633,0
8.026908,-0.2926626,-0.84262407,0
7.6368833,-0.7670808,-1.3153732,0
-6.1214046,-3.5136101,-1.0719157,3
-6.3173194,-3.0638838,-0.75509065,3
-6.335635,-2.7130716,-0.86012703,3
-5.3236985,-4.9491596,2.0536678,2
-6.137523,-4.091833,1.6178956,2
-6.001337,-4.2966785,1.6648016,2
0.7692795,-0.955784,-3.153858,4
0.6062541,0.6837696,-3.9734461,4
0.5352093,0.2875881,-3.920526,4
-2.8025215,-2.6346197,-3.069058,4
1.3329839,-0.39646357,-3.148282,4
0.13830504,-0.47923535,-3.207345,4
-2.3674202,2.9952662,-0.046035558,5
-3.2552373,3.5266504,0.35246122,5
-3.0698779,3.132692,0.22912079,5
7.41007,-1.9191866,-0.746466,0
7.0688024,-0.35668066,-2.5250115,0
6.836943,-1.2515582,-2.099448,0
-1.1230602,-5.29209,-6.507713,3
-1.5902406,-5.352471,-6.1071515,3
-1.551994,-4.9590764,-6.0291805,3
4.836052,1.2261194,-6.7611804,4
4.7181244,1.4911761,-6.184493,4
4.6231484,1.9678751,-6.353595,4
-1.3258934,6.9134016,-0.44417167,5
-1.1030751,5.9196935,-0.8325222,5
-1.431663,6.94856,-0.6250541,5
-7.4204617,-1.7540429,1.8197768,6
-7.5073953,-2.0525825,1.7507046,6
-7.504762,-1.9867656,1.6905882,6
7.4046445,-0.45615378,-2.272182,0
7.1243,-0.26636493,-2.4517748,0
6.649354,-1.2775648,-2.3519785,0
7.820942,0.69069785,-0.7601137,0
7.90499,0.77063465,-1.1626403,0
7.5508804,0.71696603,-1.1780945,0
-5.5229354,-5.4190793,-1.8973022,3
-5.7940164,-5.431304,-1.2272706,3
-5.6578493,-5.457764,-1.3979808,3
-5.6554623,-5.6423225,0.65492254,2
-5.7755075,-5.421745,0.87092793,2
-5.518993,-5.5002837,0.8907082,2
-6.2303357,1.1708437,1.0921102,1
-6.410824,1.0556538,1.200145,1
-6.3975697,1.7005966,1.3657552,1
-7.1129556,-3.0198033,1.9070014,6
-7.159673,-2.6126513,2.093332,6
-7.1724653,-2.7456045,2.0205252,6
6.3624983,-2.0372896,-1.0128634,0
5.883043,-1.8746711,-0.9852669,0
6.421648,-1.5424738,-1.2977216,0
-4.4727125,-2.5533319,-2.923736,3
-4.7288527,-2.3991299,-2.7566986,3
-4.8266234,-2.7008555,-2.6950448,3
-6.220976,-5.085346,1.9459869,2
-6.473393,-4.6498156,1.7412705,2
-6.456314,-4.630978,1.900367,2
5.890392,-1.8263707,-2.3517654,4
6.776448,-0.63992715,-0.20599742,4
7.3015027,0.060604434,0.16295959,4
-3.0790424,4.964134,0.5878869,1
-3.7013764,5.823443,0.9933865,1
-4.1197453,4.787473,1.0387785,1
-7.330221,-2.5321252,1.4522065,6
-7.2796926,-3.1880713,1.4011636,6
-7.2504773,-3.3703537,1.5007874,6
7.9058986,-1.2741501,3.1839118,0
7.830022,-0.39040485,2.6375778,0
7.784861,-0.4152049,2.9007385,0
7.382327,0.010939212,-1.3855472,0
8.0426235,0.79151875,-1.1026398,0
7.9246655,0.8565275,-1.5776318,0
-4.722434,-3.1278977,-3.6027806,3
-4.5353837,-3.8229158,-4.0181894,3
-4.9408474,-2.841797,-3.269483,3
-6.192411,-4.8576136,1.4724513,2
-6.275267,-4.6446567,1.4744048,2
-6.315784,-4.713709,1.4206051,2
-3.3994136,4.6417613,0.14886487,1
-1.568798,6.626812,-0.47189158,1
-2.1169996,5.8484755,-0.34129587,1
-2.5000808,4.729482,-0.6153144,5
-3.8309846,3.599755,-0.7065924,5
-2.3222678,4.647082,-0.95725995,5
-7.105652,-2.753914,1.112298,6
-7.310222,-2.3570712,1.2592666,6
-7.2900414,-2.2271175,1.2722973,6
7.2674184,-0.8954692,-0.91208637,0
6.2016106,-1.1184831,-1.9268764,0
6.568027,-1.3658247,-1.5274787,0
0.58257806,-3.9340758,4.2783146,2
0.68290937,-3.6783273,4.3857417,2
0.54938704,-3.8511665,4.3537917,2
5.4270096,3.0440428,-3.8047876,4
4.89956,3.625334,-3.9389484,4
4.6653833,3.6000574,-3.7671134,4
-3.2513745,6.3832026,0.71079034,1
-3.9026961,5.747455,0.8284426,1
-3.926361,6.0069304,0.90738785,1
2.614244,6.4917064,-2.1529,5
1.9952036,6.8920035,-2.0729394,5
2.022652,6.8752885,-2.2281854,5
9.16981,-0.66541517,3.7668772,0
9.161138,-0.30330378,3.745062,0
9.082802,-0.57228,4.024145,0
2.9611049,-3.5575287,-1.3100798,3
1.7947073,-3.0952144,-0.7536394,3
1.386232,-3.1395845,-0.821508,3
-4.2125244,-4.161257,3.1762211,2
-4.515167,-4.185994,3.1257045,2
-4.674793,-4.2762856,3.1298332,2
-4.9497347,2.3542705,2.221935,1
-4.8325286,3.1735563,2.161723,1
-4.5388346,3.9342957,1.9787564,1
1.161571,7.7049885,-1.4398222,5
1.340243,7.5454044,-1.5798703,5
1.153336,7.6951013,-1.4780858,5
-5.885271,-0.9745184,2.65797,6
-6.449484,-1.4745947,2.758645,6
-5.928817,-1.3740242,2.6145415,6
9.089887,-0.180748,3.503139,0
8.987549,-0.29387683,3.5166245,0
8.993466,-0.6315403,3.889719,0
8.625019,0.6348419,2.0489461,0
8.287581,0.87167263,1.6441374,0
8.599304,0.62899846,2.1530967,0
-3.7460093,-3.5799143,-3.7763057,3
-4.1590037,-3.6995456,-3.551855,3
-3.7127411,-2.6856391,-3.609627,3
-1.3780015,-3.8986702,-2.43414,3
-1.9035794,-3.7596233,-2.5817451,3
-1.9617809,-3.828722,-2.46099,3
5.29238,4.1384764,-3.331203,4
4.7896733,4.5602,-3.6643472,4
4.7916265,4.806951,-3.4351795,4
-0.3341871,6.9937115,-0.31279194,5
-0.4216676,6.9000897,-0.5750161,5
-0.72410405,7.2120757,-0.44754758,5
9.154108,0.13520332,3.737512,0
9.137589,-0.10209184,3.8920782,0
9.140439,-0.05708209,3.7274868,0
9.105537,0.7369338,2.4900265,0
9.001943,0.9351168,2.3460093,0
9.050516,0.72472614,2.6136642,0
-2.5472424,-5.062529,0.86641926,2
-2.2837324,-4.957572,1.0930184,2
-2.7006252,-4.857563,0.9675964,2
4.295516,3.1970472,-4.953911,4
3.8505273,3.1709185,-5.4226904,4
3.9399977,3.4279077,-5.280899,4
-4.537871,4.363618,1.3320591,1
-5.0664372,3.9171467,1.4539931,1
-5.5879526,3.360594,1.6314129,1
0.51249474,6.4587827,-1.6979102,5
0.015179053,6.702946,-1.8709905,5
0.02764106,7.0736995,-1.7362393,5
8.605649,-1.1811601,2.029063,0
8.330636,-1.0112212,1.4790632,0
8.522472,-1.0959624,1.6502992,0
0.5843344,-0.96978486,-3.0571225,3
-0.031603303,-1.7840735,-3.6073375,3
0.054941516,-1.7902037,-3.6879191,3
-5.8981256,-2.9586937,1.2819445,2
-5.8787217,-2.47352,1.4006252,2
-5.5912037,-2.4604542,1.4219424,2
7.2499204,0.90810007,-1.5524757,4
7.253399,0.9255685,-1.5472069,4
7.1936913,1.2204071,-1.5477653,4
3.892259,3.9666193,-4.699054,4
4.1914015,4.1455317,-5.2184043,4
3.855739,4.726565,-4.894483,4
-2.9155712,6.8835397,0.043220337,1
-2.5123951,7.5935936,0.017178778,1
-3.087632,7.139661,0.15552554,1
0.48850104,7.0366755,-1.2644131,5
0.044347152,7.4533224,-1.3164914,5
0.07071747,7.5753293,-1.2946917,5
-3.4746466,-5.2987127,1.6262095,2
-3.483389,-5.3255663,1.3546882,2
-3.5092652,-5.5415134,1.4548222,2
-6.222338,1.9868432,1.9843245,1
-5.985609,2.2404208,1.8051882,1
-6.049394,2.015537,1.9078528,1
2.3726532,3.2636232,-2.5867019,5
1.685409,4.4315524,-2.9745948,5
1.7125615,4.1355205,-2.6542373,5
8.086851,-2.4056058,2.0932243,0
7.6059513,-2.1134212,1.0921444,0
7.187125,-2.5081735,0.8515831,0
-1.3093513,-3.8881185,-5.0950804,3
-0.8674328,-3.4437914,-5.2412915,3
-0.7871983,-3.217399,-5.1802855,3
-6.613128,3.001307,2.2028449,1
-6.681157,3.221001,2.2644377,1
-6.959213,2.1694202,2.043192,1
1.0242953,7.550656,-1.4471601,5
1.0499907,7.4960675,-1.4332827,5
1.1995648,7.445428,-1.4405535,5
-6.9673376,-3.0863407,2.1329522,6
-7.051524,-3.0681221,2.140161,6
-7.1112795,-3.1579885,2.0650804,6
8.739932,0.92745036,0.45251647,0
8.760757,0.5222187,0.39368817,0
8.725093,0.6668076,0.28319052,0
9.097087,0.03787339,1.7192594,0
9.162767,-0.40318775,2.213224,0
9.180232,-0.24355242,2.390216,0
-4.836355,-4.245128,-1.4616067,3
-5.0852537,-4.554837,-1.0783564,3
-5.1542563,-4.528663,-1.2235413,3
-3.2156937,5.6489625,0.41329697,1
-3.7314885,5.384889,0.7016542,1
-3.5686111,5.1017146,0.5628882,1
