x,y,z,label
7.1487503,-1.5698133,1.5133616,0
7.3888354,-1.5303856,1.8528819,0
7.8372045,-1.8312514,2.599112,0
1.2036127,-6.2980857,4.4582896,2
1.3743776,-6.1169024,5.045871,2
2.3252914,-5.9917445,5.0260386,2
8.41934,-2.1847348,2.5900652,4
7.874387,-2.1253672,2.690725,4
7.7814245,-2.112305,2.621523,4
2.6959019,6.4054437,-1.1226921,5
1.7540618,7.1784034,-0.99305046,5
2.3618681,6.9199567,-1.1691238,5
9.183143,-0.11780863,3.5668137,0
9.192111,-0.37751755,3.484601,0
9.165212,-0.5490192,3.4654007,0
-3.494369,-5.59528,2.2123206,2
0.90330535,-5.1452937,2.8354561,2
-3.7462642,-5.499905,2.2208354,2
-3.2509181,-5.98854,-3.182625,2
-2.778643,-5.5751143,-1.593114,2
-3.5376837,-6.053493,-1.9002821,2
-3.321828,7.2638097,1.0654384,1
-4.0292416,6.685575,1.327612,1
-3.143788,7.4188695,0.952853,1
9.172643,-1.1300106,3.3988872,0
9.17036,-0.5243837,2.7268534,0
9.224978,-0.40791345,2.8485692,0
6.273902,1.3333443,-2.1303058,4
6.036408,2.191087,-2.530045,4
5.901621,0.7521593,-2.4368243,4
-4.6574273,6.5077233,1.8759784,1
-4.9443774,6.2222195,1.977018,1
-4.9809923,6.124432,1.9280821,1
-1.3504354,6.005833,-0.19952375,5
-1.1418625,6.4173203,-0.38235667,5
-1.3972607,6.3385696,-0.19961505,5
8.713483,-2.4756796,3.6506476,0
9.110061,-0.9701724,3.8127568,0
9.011374,-1.7221442,3.5120056,0
-4.4940915,-6.124854,2.3526354,2
-4.4194827,-6.097102,2.547003,2
-4.3976464,-6.085246,2.4914546,2
-6.596435,-0.49584016,2.1690023,1
-6.2070427,-0.18493563,1.9301441,1
-6.4232497,-0.12043216,2.018123,1
0.3972577,6.8129544,-1.1296104,5
-0.41540316,7.0981917,-1.1302751,5
-0.3777908,7.1021767,-1.0412148,5
-6.504131,-0.30803335,1.9560007,6
-6.676251,0.16727358,2.2401578,6
-6.698813,-0.34158638,2.0551457,6
5.587546,-0.9738405,-2.0752459,0
5.3721395,-1.2589585,-2.2926903,0
5.5200887,-0.97057843,-2.121735,0
8.138767,-2.1209996,0.71469647,0
6.626195,-2.8630333,-1.7982103,0
7.4735923,-2.2296076,0.17576112,0
-2.9549599,-5.441086,4.504475,2
-2.6435292,-5.4115505,4.5580974,2
-2.852533,-5.4019065,4.55666,2
0.2697666,7.012128,-0.8697105,5
-0.38591346,7.3049674,-0.71636796,5
-0.3309673,7.0379314,-0.7576717,5
-6.180779,3.6108723,2.1501818,6
-6.389753,3.2359252,2.2826407,6
-6.5958734,2.9180326,2.3398376,6
9.377377,0.23367213,2.3974154,0
9.1245165,0.5879874,1.8970865,0
9.194387,0.66762143,2.317566,0
7.521024,-1.4641266,2.2322924,0
8.423922,-1.6362771,3.2098413,0
8.013177,-1.6004351,2.779284,0
-5.577255,-5.793671,1.6118534,2
-5.9094176,-5.6058135,1.4364136,2
-5.927613,-5.5376196,1.3181747,2
-1.380138,3.1306677,-0.11151407,5
-2.4332247,3.7353806,0.1670951,5
-2.1473644,3.5317504,0.028881561,5
7.113944,-1.1623589,-1.4048871,0
5.8659763,-0.33841437,-2.548913,0
5.6612744,-0.14838524,-2.8129492,0
-2.574393,3.6876724,-0.014928207,5
-2.6428094,3.7702456,-0.11464956,5
-2.8067327,3.0034626,-0.19961652,5
-7.3615613,-0.1323336,2.319924,6
-7.4678893,-0.02823057,2.29018,6
-7.4261847,0.053980906,2.3015163,6
3.1297736,-3.2913692,-2.9259057,0
2.6640804,-3.455176,-3.2815378,0
2.811742,-3.7519403,-2.7943816,0
7.678482,-2.4097598,0.56556374,0
7.5416536,-2.7158463,0.3480349,0
7.923427,-2.8246646,1.4549735,0
-3.4981308,-6.944275,3.090747,2
-3.268924,-6.89008,3.181637,2
-3.4241176,-6.6338058,3.260055,2
-1.5620961,-4.4424405,-4.90258,4
0.3620286,-3.695798,-5.78435,4
-0.95809364,-4.494721,-5.415774,4
-4.446904,-5.7260337,-1.7280624,4
-4.2346153,-5.202537,-2.0694401,4
-4.606878,-5.400716,-1.6348956,4
-6.3391037,0.31000608,1.8288865,1
-6.665694,0.81230253,2.0144944,1
-6.529442,1.2928425,2.0727906,1
-4.105072,0.104804695,0.23894818,5
-5.3153,-1.2412348,0.6987459,5
-5.427105,-0.93990535,0.6478053,5
-6.941825,-3.8311977,1.3426613,6
-6.9483886,-3.7591,1.4418174,6
-7.0207243,-3.8121054,1.4909693,6
5.210478,-4.9993734,0.7570339,0
6.3107457,-4.6342044,1.7967496,0
5.3912964,-4.874159,0.919977,0
-5.3205795,-5.9022455,2.295747,2
-4.8413887,-5.880995,2.692486,2
-4.681044,-5.866053,3.0058827,2
-4.031675,5.019284,0.89992166,5
-5.0772576,4.4123383,1.4694895,5
-4.6349664,4.1088324,1.1279668,5
7.2664733,-1.3992624,1.3289887,0
7.833867,-0.95547664,2.0311406,0
7.870083,-1.2301241,2.3629906,0
-0.12104503,2.758629,-5.2209873,3
1.3154819,3.7895339,-5.5391903,3
0.8561483,4.0270166,-5.277347,3
-2.9060717,5.8338847,0.053640366,5
-3.3989701,5.3465915,0.25484315,5
-2.5967197,6.0403533,-0.09001872,5
7.4507113,0.06616858,-1.3641843,0
7.01538,0.16604917,-1.6201552,0
7.114553,0.17467187,-1.6103917,0
0.91609263,-5.4790626,-7.083024,3
1.1340319,-5.166685,-7.156139,3
0.33126542,-5.7731037,-6.772511,3
0.65186137,6.553557,-1.0070523,5
0.24428512,6.306393,-0.8655972,5
-0.20309152,6.364377,-0.75943804,5
8.1678505,-3.5813704,5.299571,0
8.312813,-2.7216454,5.7018127,0
7.68936,-3.9894214,5.6383953,0
-3.2501702,-6.9357686,-3.2031577,3
-3.2258468,-7.016213,-3.3533695,3
-2.6697226,-6.965335,-3.9308472,3
2.6651995,-1.9564681,-4.1908827,4
3.019904,-0.4295747,-4.30715,4
3.488908,0.1655278,-4.5294423,4
-3.4970138,2.0131001,-0.2654296,1
-3.5549521,3.527116,0.12229512,1
-2.3461475,3.8891273,-0.33307704,1
3.309611,2.5917995,-1.8220316,5
1.7537073,3.2927766,-1.6451021,5
1.8614061,1.5146743,-1.3927517,5
7.2273164,-3.9715643,5.1394033,0
7.8359146,-3.3500557,5.343789,0
7.7089834,-3.651951,5.291884,0
3.0690804,0.49348155,-7.127965,4
3.3344522,1.3986098,-6.4362264,4
3.2018712,0.868451,-6.5804257,4
2.4220502,6.068094,-0.9670638,5
2.0468676,4.823236,-0.9133475,5
1.497636,4.370962,-0.8012431,5
7.070661,-4.1188455,6.3229666,0
7.181012,-3.7351677,6.6326394,0
7.0057354,-3.9104424,6.7327433,0
8.675369,-1.3941637,5.3600087,0
8.575115,-1.4734379,5.5437875,0
8.515277,-1.5958083,5.6625543,0
-3.159103,-6.3538036,-3.7819111,3
-3.1799126,-6.370369,-3.674244,3
-2.0419443,-5.966475,-4.374485,3
-3.4749327,0.1855867,-0.81554854,1
-3.3206804,1.1433839,-0.63985765,1
-3.081548,1.1996443,-0.75496346,1
-5.8504357,-1.5613123,0.5369344,6
-5.9425955,-1.2324687,0.7705513,6
-6.365685,-2.1279912,0.8372461,6
8.336086,-3.7525659,3.3795156,0
8.375477,-3.8339267,4.7285624,0
8.524475,-3.2606895,4.2201695,0
-4.928695,-4.1258774,-3.3501723,3
-5.188157,-3.1527312,-2.7382984,3
-5.309353,-3.7212727,-2.5695698,3
-6.0087814,-4.6079473,-1.7027689,3
-5.9388146,-4.8424015,-1.6258171,3
-6.0049963,-4.9682875,-1.3843989,3
-3.0248065,3.4024377,0.42055872,1
-2.7331016,3.9856594,0.5132111,1
-2.8085046,3.930513,0.64078957,1
-6.99717,-2.849494,0.56178176,6
-7.2562523,-2.1540978,0.9376391,6
-7.311279,-2.4734948,0.84854096,6
8.115851,-3.6245315,2.9296374,0
8.746309,-2.1216774,4.325488,0
8.998531,-1.4627215,4.4561753,0
-3.6904392,-6.0660677,-4.074136,3
-4.428392,-6.225175,-2.999336,3
-4.952427,-5.8569903,-2.461122,3
-3.7525573,-5.708681,-1.6310318,2
-4.2118654,-5.569018,-1.7525854,2
-3.657148,-5.634111,-2.1919212,2
-0.6773905,-0.28565893,-3.7765536,4
-0.7391086,0.8380899,-4.2029266,4
-0.8336907,0.3731022,-4.3300953,4
-4.9628634,0.81337017,0.28626087,1
-4.7026196,1.8796585,0.3661315,1
-4.2024226,2.5010319,0.10927546,1
-3.5340953,-6.6141357,-3.6666234,3
-3.1781943,-6.4163747,-4.3020654,3
-3.159285,-6.434483,-4.3332133,3
-5.8241215,-2.2542455,0.049046267,1
-5.9613624,-2.529204,0.088615276,1
-6.1404567,-2.4044123,0.26407355,1
-0.5734682,3.344624,-0.44196022,5
-0.7216706,3.7828815,-0.770087,5
-0.57961607,4.3416963,-0.8643137,5
7.01404,-2.6842234,-4.274735,0
8.325263,-2.1224396,-1.8164312,0
7.9438725,-2.4617693,-1.9599887,0
-5.4909296,-3.3550131,0.09632722,1
-5.5358925,-3.4967053,0.21958971,1
-5.286812,-3.3218431,0.17768721,1
-6.354033,-5.2188315,0.39787942,6
-6.435211,-5.0943637,0.49298456,6
-6.4061403,-5.134862,0.44104373,6
3.7591934,-5.9133425,4.188057,0
3.54558,-6.0455165,4.7233386,0
4.921246,-5.4032636,5.1517696,0
-3.922569,-4.9537606,-4.020418,3
-4.568424,-4.691807,-3.2734437,3
-4.325055,-4.596027,-3.3318589,3
-3.864022,5.359915,0.8046615,1
-4.0262127,5.400162,0.9871087,1
-4.0426006,5.450892,1.0055859,1
7.2164335,-3.084192,2.5923717,0
8.407051,-2.337053,3.6756427,0
7.6038094,-3.1281397,3.7390473,0
1.0610926,-1.3652071,-4.5665402,4
1.7202864,-1.3942254,-5.312039,4
0.5875062,-1.4620166,-5.2683315,4
-2.3392875,2.427369,0.3035082,1
-3.3503513,2.4378796,0.64662856,1
-3.6729553,2.4709969,0.75967425,1
6.0264177,-3.6524236,2.4198878,0
6.8857017,-3.5499868,2.68758,0
6.567747,-3.7409832,2.7919376,0
4.2561436,-1.0360489,-4.731337,3
5.064848,0.23900267,-4.133996,3
4.4041023,0.013525919,-4.3939056,3
3.7890785,0.41056547,-5.0889177,3
3.7995548,1.9324386,-4.738846,3
3.6451051,2.607186,-4.6142707,3
-2.8488553,3.9870389,0.33042014,1
-3.7896826,4.8653026,0.662774,1
-3.4360883,5.2043104,0.42138553,1
1.0413715,5.617015,-1.411512,5
0.15842347,6.1348133,-1.2915766,5
-0.25910586,5.856563,-1.1650821,5
9.074771,-1.5780488,4.710127,0
9.001135,-1.6553613,4.9382873,0
8.98346,-1.8773057,4.8095293,0
-2.1594028,-2.606546,0.041630335,2
-2.616621,-1.8630068,0.33735204,2
-3.7651727,-1.34671,1.1462624,2
5.823078,0.38902786,-1.6304973,4
6.6123414,0.16244349,-0.9737427,4
6.1250973,0.71320844,-1.5438728,4
-5.9837523,1.417451,1.5209761,1
-6.350332,1.628746,1.8100828,1
-6.5778527,0.5297709,1.6678202,1
0.934837,6.8131948,-1.1483586,5
0.6230181,6.4447575,-1.4756818,5
0.7122052,6.707732,-1.42062,5
-6.90693,-0.037527308,2.1744854,6
-6.538639,-1.9903346,1.780443,6
-6.699502,-1.8993272,1.9576279,6
8.794802,-2.0381486,4.836193,0
8.771718,-1.8423481,4.708997,0
8.846323,-1.6708543,4.860548,0
-2.5015728,-3.0353355,-4.1580787,3
-3.1293662,-3.320391,-4.0734453,3
-1.8468913,-1.028593,-3.6820762,3
6.1586194,-1.6593065,-1.2367008,4
5.59366,-2.8510425,-0.84336954,4
3.9436233,-2.2510278,-2.0295513,4
-4.4014826,5.0207753,0.69053036,5
-4.9808702,4.751235,0.88998914,5
-3.4023292,5.3700633,0.2518538,5
9.132024,-1.12419,4.2482123,0
9.094832,-0.68348897,4.4406195,0
9.20033,-0.5851324,4.2277145,0
-2.710772,-5.946514,-5.0898433,3
-1.4283229,-5.753497,-6.061053,3
-1.8509316,-5.885245,-5.738893,3
3.6928627,-1.1910555,-1.644693,4
3.2459102,-1.436633,-2.8590143,4
3.4237585,-0.7423898,-2.416003,4
4.302717,-3.4224503,-2.7986858,4
2.4503696,-4.258428,-3.8883107,4
1.8420409,-4.282058,-4.233088,4
-5.3688655,1.421946,1.7377303,1
-5.8249187,0.32982105,1.6777585,1
-6.1580524,-0.26002327,1.8081348,1
-0.3355009,4.717718,-0.6283459,5
-1.4328412,5.087458,-0.41506603,5
-1.1481926,5.146395,-0.5275533,5
-6.285624,-4.264371,0.38195834,6
-6.4517293,-4.2146454,0.81224614,6
-6.3433247,-4.244597,0.6000147,6
8.118586,-1.3909307,3.2559733,0
8.20374,-1.1528515,3.537159,0
8.255398,-1.177824,3.5783486,0
-3.6947455,-5.233054,-3.511583,3
-2.8143246,-5.3249025,-3.68106,3
-2.4791963,-5.464755,-4.0613046,3
-6.9902754,1.7494845,1.6205043,1
-7.0610223,1.0088434,1.5828406,1
-7.1324396,1.3005986,1.70839,1
-6.339269,3.081895,1.7173648,6
-6.529874,2.631268,1.8526952,6
-6.557328,2.5111506,1.807064,6
9.230892,-0.78005856,3.7189052,0
9.178025,-0.7202877,4.0683503,0
9.167532,-0.54356635,4.070333,0
-1.5610062,-4.364824,-4.5100093,3
-2.2912776,-4.4892306,-4.719128,3
-1.0259025,-3.5188768,-4.840371,3
-4.7471232,-6.2823396,-1.5413275,2
-4.885768,-6.4118986,-1.5306034,2
-4.409215,-6.115592,-2.3211074,2
3.6446161,1.8590071,-5.2798996,4
3.7279327,2.2346451,-5.1045065,4
3.7044973,2.1579192,-5.0530868,4
-6.6581597,-2.965208,1.4040725,1
-6.8447537,-2.9467556,1.4018475,1
-6.777534,-2.5137825,1.4698116,1
-1.5132381,2.6026502,-0.9305484,5
-0.7811209,3.9264235,-1.7997438,5
-0.81690025,4.382858,-1.7829257,5
8.832023,-1.2422647,0.897537,0
8.695607,-0.6937508,0.29952902,0
8.944126,-0.4970829,0.17425095,0
0.30482262,-1.212748,-5.389777,3
-0.23019819,-2.0187685,-5.9588704,3
1.1510195,-0.33126158,-5.5416527,3
5.2576146,-0.069197886,-4.6025963,4
5.5080194,0.36009508,-5.200781,4
5.2686243,-0.098261654,-5.059703,4
2.0560844,5.941445,-2.2301726,5
2.811568,4.8235736,-2.5977342,5
2.2524254,5.052662,-2.4803805,5
-5.9675765,2.0494092,0.9041175,6
-6.608626,1.1501718,1.070781,6
-6.7878,0.8384785,1.1734959,6
8.792099,-0.98632306,3.0634365,0
